04 AK 1 (4684,3459) 58x94
23 SL4 59 (3902,4446) 99x75
23 SL4 60 (3495,4514) 99x75
23 SL4 61 (1258,4038) 93x78
23 SL4 62 (1164,5102) 75x62
23 SL4 63 (784,4649) 100x76
23 SL4 AV-16 (1131,5610) 147x52
23 SL4 SL4-4 (4015,4836) 134x44
23 SL4 SL4-40 (3913,2269) 347x125
23 SL4 SL5-24 (2028,4085) 115x53
24 SL5 1 (1288,3198) 60x98
24 SL5 1A (848,3184) 106x85
24 SL5 1B (1297,2866) 98x77
24 SL5 1C (1620,3148) 127x100
24 SL5 2 (572,2607) 79x101
24 SL5 2A (476,3190) 134x99
24 SL5 3 (1277,2412) 81x99
24 SL5 4 (1670,2765) 76x99
24 SL5 4-165 (672,5535) 296x150
24 SL5 5 (1160,5162) 81x97
24 SL5 6 (1551,4102) 82x97
24 SL5 7 (1945,3670) 77x99
24 SL5 7-95 (6184,1681) 131x69
24 SL5 8 (2139,4178) 82x101
24 SL5 9 (1825,5239) 82x99
24 SL5 10 (2403,5240) 114x98
24 SL5 11 (2952,5396) 104x100
24 SL5 12 (2427,3416) 113x101
24 SL5 13 (2756,3866) 114x98
24 SL5 13A (3051,3669) 150x98
24 SL5 14 (3540,3628) 112x100
24 SL5 15 (3659,4415) 113x98
24 SL5 16 (2435,2613) 108x93
24 SL5 17 (2599,2138) 111x100
24 SL5 18 (3070,2295) 114x98
24 SL5 19 (2991,2922) 114x99
24 SL5 20 (3544,2593) 124x100
24 SL5 21 (3530,2923) 114x98
24 SL5 22 (3883,1666) 122x99
24 SL5 23 (4432,2373) 124x99
24 SL5 24 (4354,1430) 122x100
24 SL5 25 (4629,1909) 124x99
24 SL5 26 (4628,3236) 124x99
24 SL5 27 (5271,2087) 121x101
24 SL5 28 (4706,4100) 124x99
24 SL5 29 (4706,5043) 124x99
24 SL5 30 (5490,4846) 125x99
24 SL5 31 (5803,5003) 115x100
24 SL5 32 (6439,5203) 105x87
24 SL5 33 (5882,4336) 125x99
24 SL5 34 (5568,4177) 123x102
24 SL5 35 (5745,3799) 125x101
24 SL5 36 (5882,2765) 125x99
24 SL5 37 (6274,3943) 122x101
24 SL5 38 (5960,3943) 125x99
24 SL5 39 (6274,4258) 125x99
24 SL5 40 (6585,4099) 127x100
24 SL5 41 (6899,2450) 117x100
24 SL5 42 (6899,3550) 126x100
24 SL5 43 (2351,1743) 127x100
24 SL5 44 (2351,1272) 125x100
24 SL5 45 (1253,1743) 127x100
24 SL5 46 (1253,1272) 127x100
24 SL5 47 (1802,879) 124x102
24 SL5 SL4-31 (4485,811) 374x83
24 SL5 SL6-36 (1627,575) 481x83
24 SL5 SL9-9 (5312,1688) 94x55
25 SL6 1 (1285,5463) 42x75
25 SL6 1A (2462,5329) 96x76
25 SL6 1B (3463,5262) 95x76
25 SL6 2 (1875,5464) 59x75
25 SL6 2A (2052,5130) 106x75
25 SL6 2B (1920,5729) 105x76
25 SL6 3 (408,6198) 61x74
25 SL6 3-87 (2379,4340) 106x47
25 SL6 4 (740,4794) 60x76
25 SL6 4A (390,4837) 84x68
25 SL6 5 (1274,4127) 61x74
25 SL6 5-115 (1434,7373) 136x56
25 SL6 6 (2874,4663) 61x73
25 SL6 6-143 (6636,5441) 127x48
25 SL6 7 (2342,4795) 58x77
25 SL6 7-86 (6180,6941) 105x56
25 SL6 7-135 (2900,1068) 132x49
25 SL6 8 (2197,4424) 39x55
25 SL6 9 (3407,4661) 61x75
25 SL6 9-125 (302,5073) 131x49
25 SL6 10 (3724,4793) 88x75
25 SL6 11 (4199,4262) 80x75
25 SL6 11 (2200,3594) 80x75
25 SL6 11 (4991,3729) 89x70
25 SL6 12 (1866,2793) 87x76
25 SL6 13 (1470,2860) 88x75
25 SL6 14 (1266,1991) 86x76
25 SL6 15 (2333,1859) 88x75
25 SL6 16 (2866,2525) 88x75
25 SL6 16A (2712,3196) 122x68
25 SL6 17 (3333,2191) 86x79
25 SL6 17A (3376,1859) 134x77
25 SL6 17A (4443,1058) 134x77
25 SL6 17B (4977,1058) 133x77
25 SL6 17C (5509,1058) 135x77
25 SL6 17D (6041,1058) 137x77
25 SL6 18 (2729,1198) 83x58
25 SL6 19 (4466,3460) 88x76
25 SL6 20 (5322,3327) 98x75
25 SL6 21 (5722,3594) 90x76
25 SL6 22 (5382,2456) 109x82
25 SL6 23 (5257,4662) 90x69
25 SL6 23A (5170,4499) 135x67
25 SL6 24 (5389,5195) 96x77
25 SL6 24 (4456,5195) 96x77
25 SL6 25 (5889,5163) 98x76
25 SL6 26 (5523,6398) 97x75
25 SL6 27 (4923,6798) 95x77
25 SL6 28 (4522,5931) 98x75
25 SL6 29 (4657,5662) 97x77
25 SL6 30 (4455,6532) 99x72
25 SL6 30 (3122,6399) 99x72
25 SL6 31 (3922,6597) 91x76
25 SL6 32 (3522,6998) 98x77
25 SL6 33 (3888,5764) 99x73
25 SL6 34 (3256,5662) 96x76
25 SL6 35 (1789,6530) 99x74
25 SL6 35 (2322,5997) 99x74
25 SL6 36 (1655,7332) 99x73
25 SL6 37 (1390,6665) 96x77
25 SL6 SL5-47 (1797,7608) 102x63
25 SL6 SL6-51 (5401,4166) 104x51
25 SL6 SL6-89 (4140,6814) 172x49
25 SL6 T13 (591,6310) 98x51
26 SL6 5-42 (3670,1162) 111x57
26 SL6 6-166 (4301,1332) 139x57
26 SL6 38 (1168,3420) 114x88
26 SL6 39 (1507,3556) 114x89
26 SL6 40 (1844,3417) 115x92
26 SL6 41 (2115,3417) 106x92
26 SL6 42 (1183,2886) 87x68
26 SL6 43 (2120,2833) 108x131
26 SL6 44 (2319,2535) 112x92
26 SL6 45 (1844,2128) 116x92
26 SL6 46 (1166,2331) 116x92
26 SL6 47 (629,2201) 106x74
26 SL6 48 (760,2942) 116x92
26 SL6 49 (2590,3417) 116x92
26 SL6 50 (2930,3283) 114x90
26 SL6 51 (2808,2925) 82x58
26 SL6 52 (3066,2744) 100x79
26 SL6 53 (2542,1938) 79x63
26 SL6 54 (3065,2060) 111x92
26 SL6 55 (3201,703) 115x90
26 SL6 55A (3587,295) 158x91
26 SL6 56 (3940,1340) 115x93
26 SL6 57 (3133,3317) 112x92
26 SL6 58 (3269,3520) 115x90
26 SL6 59 (4082,2943) 115x90
26 SL6 60 (3608,3217) 114x88
26 SL6 61 (3946,2264) 105x91
26 SL6 62 (3641,2232) 113x89
26 SL6 63 (3302,2437) 115x88
26 SL6 64 (3212,2718) 92x60
26 SL6 65 (3336,4437) 115x90
26 SL6 66 (3167,4440) 115x87
26 SL6 67 (2930,4981) 112x91
26 SL6 68 (2760,5491) 116x87
26 SL6 69 (3620,4647) 86x72
26 SL6 70 (4016,4913) 112x91
26 SL6 71 (4558,4912) 103x92
26 SL6 72 (4016,5456) 112x91
26 SL6 73 (4558,5456) 113x91
26 SL6 74 (3009,5941) 86x69
26 SL6 75 (3008,6143) 85x70
26 SL6 76 (3338,6814) 113x91
26 SL6 77 (3338,7560) 110x92
26 SL6 78 (4491,6135) 113x91
26 SL6 79 (3948,6882) 112x91
26 SL6 80 (2570,4311) 88x75
26 SL6 81 (2116,4131) 105x91
26 SL6 82 (2116,4914) 114x89
26 SL6 83 (2232,5047) 115x92
26 SL6 84 (1813,4677) 108x100
26 SL6 85 (2457,4677) 108x100
26 SL6 86 (1777,5428) 115x92
26 SL6 87 (2638,5251) 113x94
26 SL6 88 (2125,5600) 91x70
26 SL6 89 (1312,5610) 91x75
26 SL6 90 (1574,4370) 114x90
26 SL6 91 (1303,4368) 105x93
26 SL6 92 (1032,4370) 114x91
26 SL6 93 (1574,4574) 115x88
26 SL6 94 (1486,5148) 113x94
26 SL6 95 (896,5047) 115x90
26 SL6 96 (771,5837) 93x74
26 SL6 97 (557,4641) 112x91
26 SL6 98 (218,5185) 115x89
26 SL6 SL7-1 (1675,1264) 76x55
27 SL7 1 (4840,2873) 49x84
27 SL7 1 (4841,4364) 48x84
27 SL7 2 (4832,1378) 64x86
27 SL7 3 (5537,4716) 66x85
27 SL7 4 (5378,4049) 66x86
27 SL7 4-76 (215,212) 283x142
27 SL7 5 (6949,3657) 66x84
27 SL7 6 (6320,4560) 67x84
27 SL7 6-153 (6942,4570) 316x142
27 SL7 7 (5617,2400) 62x87
27 SL7 7-119 (3217,643) 316x143
27 SL7 7-148 (7255,1311) 316x143
27 SL7 8 (6556,1850) 67x84
27 SL7 9 (6595,1142) 67x86
27 SL7 9A (6999,1535) 122x87
27 SL7 10 (6583,2557) 101x85
27 SL7 11 (3878,5149) 92x84
27 SL7 12 (4114,4441) 99x86
27 SL7 13 (3015,4992) 101x85
27 SL7 14 (2310,4127) 98x86
27 SL7 15 (3722,3697) 100x84
27 SL7 16 (2937,3697) 100x84
27 SL7 17 (2850,3110) 109x77
27 SL7 18 (3447,2791) 100x88
27 SL7 19 (3330,2006) 100x87
27 SL7 20 (4183,3066) 109x86
27 SL7 21 (3477,3223) 101x87
27 SL7 22 (2070,3500) 98x73
27 SL7 23 (2066,2243) 109x85
27 SL7 24 (1360,3263) 108x86
27 SL7 25 (4183,3774) 109x86
27 SL7 26 (5595,3576) 109x88
27 SL7 27 (5751,3027) 107x87
27 SL7 28 (6065,2320) 109x86
27 SL7 29 (5987,1300) 109x86
27 SL7 30 (3798,840) 88x63
27 SL7 31 (3320,1143) 102x85
27 SL7 32 (2614,1261) 110x87
27 SL7 33 (2614,830) 110x84
27 SL7 34 (2771,593) 109x86
27 SL7 35 (2065,1143) 110x84
27 SL7 36 (2026,516) 110x84
27 SL7 37 (1085,671) 108x88
27 SL7 38 (1281,1143) 110x84
27 SL7 39 (1124,1613) 110x87
27 SL7 SL6-39 (4667,5198) 395x143
28 SL8 1 (1605,5493) 55x62
28 SL8 2 (2280,4960) 60x77
28 SL8 3 (1244,4821) 63x76
28 SL8 4 (1984,4541) 115x150
28 SL8 4-162 (3479,3275) 283x130
28 SL8 5 (2761,4440) 63x76
28 SL8 6A (2461,4027) 110x77
28 SL8 6B (1842,4095) 109x79
28 SL8 6C (2116,3267) 111x78
28 SL8 7 (1521,4165) 59x79
28 SL8 8 (520,3820) 63x76
28 SL8 9 (1244,4025) 63x78
28 SL8 10 (1079,3289) 94x79
28 SL8 11 (1304,2577) 83x77
28 SL8 12 (2752,3474) 91x78
28 SL8 13 (2269,2577) 92x77
28 SL8 13A (1944,1632) 142x78
28 SL8 14 (1510,1919) 90x78
28 SL8 15 (1750,1333) 94x79
28 SL8 16 (2889,2508) 92x77
28 SL8 17 (3441,2508) 89x79
28 SL8 18 (3855,2092) 92x78
28 SL8 19 (3439,3610) 94x81
28 SL8 20 (3847,4166) 99x77
28 SL8 21 (4536,3923) 91x78
28 SL8 22 (4536,3301) 99x79
28 SL8 23 (4983,3613) 100x77
28 SL8 24 (4397,2678) 100x81
28 SL8 EX-14 (1027,5758) 289x145
28 SL8 EX-16 (1666,5494) 236x77
28 SL8 SL9-1 (2286,1031) 317x128
28 SL8 SL13-29 (4671,2757) 382x129
29 SL9 1 (4103,6254) 42x68
29 SL9 2 (4449,6016) 53x67
29 SL9 3 (4448,5367) 55x65
29 SL9 3 (5421,4825) 55x64
29 SL9 3 (4556,4825) 55x64
29 SL9 4 (4852,5473) 52x68
29 SL9 4-51B (466,1652) 248x119
29 SL9 5 (4286,5745) 55x65
29 SL9 6 (4015,5587) 56x61
29 SL9 6-32 (3720,474) 211x109
29 SL9 7 (5369,5745) 51x68
29 SL9 7-111 (6170,1342) 225x106
29 SL9 8 (6176,6070) 56x64
29 SL9 9 (6852,5745) 56x65
29 SL9 9-119 (6920,1967) 232x106
29 SL9 10 (5348,5065) 80x69
29 SL9 11 (5479,5402) 70x67
29 SL9 12 (5872,5257) 78x68
29 SL9 13 (6169,5582) 79x67
29 SL9 14 (5601,6014) 75x68
29 SL9 15 (5034,4987) 79x67
29 SL9 16 (5358,4445) 79x67
29 SL9 17 (5899,4743) 77x68
29 SL9 18 (4818,4554) 79x67
29 SL9 19 (4277,4824) 79x67
29 SL9 20 (3677,5150) 84x67
29 SL9 21 (4434,3743) 77x68
29 SL9 22 (4698,4192) 81x105
29 SL9 23 (4866,3905) 85x67
29 SL9 24 (4866,3632) 81x69
29 SL9 25 (5190,4066) 85x68
29 SL9 26 (5947,3309) 85x69
29 SL9 27 (6109,4283) 83x68
29 SL9 27A (6496,3605) 123x70
29 SL9 28 (4440,4230) 85x67
29 SL9 29 (4109,4177) 85x67
29 SL9 30 (3785,4094) 86x62
29 SL9 31 (3784,3660) 78x67
29 SL9 32 (4000,2119) 85x68
29 SL9 32 (4433,2986) 85x67
29 SL9 33 (4108,2959) 86x64
29 SL9 34 (4703,3119) 82x68
29 SL9 35 (5135,2876) 86x65
29 SL9 36 (5351,2715) 86x65
29 SL9 37 (6783,1948) 84x69
29 SL9 38 (4243,2201) 86x64
29 SL9 39 (4487,2661) 86x64
29 SL9 40 (3945,2496) 86x69
29 SL9 41 (4198,2402) 79x68
29 SL9 41A (4531,2355) 104x61
29 SL9 42 (3567,2442) 86x69
29 SL9 43 (5134,2090) 87x70
29 SL9 44 (5458,1955) 83x68
29 SL9 44A (5278,1770) 125x70
29 SL9 45 (5837,1630) 87x68
29 SL9 46 (5026,1522) 87x68
29 SL9 47 (5404,764) 85x69
29 SL9 48 (5837,1089) 87x68
29 SL9 49 (6053,1277) 87x70
29 SL9 50 (4162,1523) 86x65
29 SL9 51 (3784,1631) 77x67
29 SL9 52 (3892,1036) 85x68
29 SL9 53 (3784,711) 86x65
29 SL9 54 (3352,4282) 82x68
29 SL9 54 (2919,3632) 82x68
29 SL9 54 (2811,2984) 82x68
29 SL9 55 (2702,4011) 86x67
29 SL9 56 (3271,3391) 86x66
29 SL9 57 (2973,2254) 84x68
29 SL9 58 (2865,2118) 86x66
29 SL9 58A (2702,1826) 88x56
29 SL9 59 (2487,2876) 86x65
29 SL9 60 (2324,2554) 86x64
29 SL9 61 (2324,2768) 79x67
29 SL9 62 (2324,2986) 86x67
29 SL9 63 (2324,3202) 87x65
29 SL9 64 (2216,2226) 83x68
29 SL9 65 (1892,2064) 87x66
29 SL9 66 (1621,2881) 88x59
29 SL9 67 (1621,3526) 85x68
29 SL9 68 (865,2986) 87x65
29 SL9 69 (865,3419) 87x65
29 SL9 70 (435,2985) 83x68
29 SL9 71 (868,2552) 76x68
29 SL9 72 (1408,1794) 83x68
29 SL9 73 (976,2010) 84x68
29 SL9 74 (868,1468) 80x69
29 SL9 75 (217,1880) 78x56
29 SL9 76 (435,1361) 84x68
29 SL9 77 (1949,1577) 82x68
29 SL9 78 (1678,982) 84x68
29 SL9 79 (1751,484) 85x72
29 SL9 SL5-25 (7331,5375) 287x106
29 SL9 SL8-15 (3932,6440) 287x105
30 SL10A 1 (1676,6996) 39x62
30 SL10A 2 (1532,6582) 47x56
30 SL10A 3 (2232,6443) 40x43
30 SL10A 4 (739,6437) 48x60
30 SL10A 5 (463,6123) 47x42
30 SL10A 6 (2506,6119) 51x49
30 SL10A 6-39H (2543,1224) 209x101
30 SL10A 7 (886,4297) 40x58
30 SL10A 7 (2467,4483) 40x58
30 SL10A 7 (979,5321) 40x58
30 SL10A 7 (2095,5321) 40x58
30 SL10A 7 (1537,6066) 40x58
30 SL10A 8 (1136,6512) 52x62
30 SL10A 8-56 (1463,7234) 182x96
30 SL10A 8-82 (3263,5159) 182x97
30 SL10A 9 (2932,5199) 53x61
30 SL10A 9-99A (860,7322) 206x97
30 SL10A 10 (348,4107) 72x62
30 SL10A 11 (1153,5693) 60x59
30 SL10A 11 (1897,5693) 60x59
30 SL10A 12 (1525,5693) 67x59
30 SL10A 13 (1571,5135) 68x57
30 SL10A 14 (1571,4457) 66x61
30 SL10A 15 (1571,4017) 68x59
30 SL10A 16 (1571,3413) 68x59
30 SL10A 17 (1571,3086) 65x59
30 SL10A 18 (2502,2295) 68x59
30 SL10A 19 (1106,3459) 69x59
30 SL10A 20 (496,3462) 75x56
30 SL10A 21 (496,2853) 66x59
30 SL10A 22 (932,2624) 36x57
30 SL10A 23 (589,2482) 74x57
30 SL10A 24 (589,1873) 72x61
30 SL10A 25 (402,2530) 75x57
30 SL10A 26 (1565,2205) 74x56
30 SL10A 27 (1240,1688) 71x59
30 SL10A 27 (1891,1688) 71x59
30 SL10A 28 (1565,1645) 74x56
30 SL10A 29 (2426,1599) 74x56
30 SL10A 30 (1579,1318) 61x53
30 SL10A 31 (1579,1130) 52x57
30 SL10A 32 (1579,852) 59x57
30 SL10A 33 (1161,900) 59x54
30 SL10A 34 (626,1151) 58x60
30 SL10A SL10B (1453,4701) 287x53
31 SL10B 1 (5397,2488) 52x90
31 SL10B 2 (5388,2235) 68x89
31 SL10B 3 (3282,1604) 70x91
31 SL10B 3 (4461,4175) 70x91
31 SL10B 3 (2272,6704) 70x91
31 SL10B 3 (1009,1731) 70x90
31 SL10B 3 (5471,1815) 70x90
31 SL10B 3 (2356,4092) 70x90
31 SL10B 4 (3196,1390) 71x90
31 SL10B 5 (3366,2150) 70x92
31 SL10B 6 (2861,1981) 70x93
31 SL10B 7 (673,1814) 66x91
31 SL10B 8 (1009,1183) 68x77
31 SL10B 9 (2693,3921) 69x90
31 SL10B 10 (2679,4342) 107x92
31 SL10B 11 (2426,4511) 100x90
31 SL10B 12 (2174,4679) 107x90
31 SL10B 13 (1921,4511) 108x92
31 SL10B 14 (1753,4257) 107x91
31 SL10B 15 (1753,3920) 108x92
31 SL10B 16 (2258,3668) 108x92
31 SL10B 17 (4868,4006) 105x92
31 SL10B 18 (4784,4511) 108x92
31 SL10B 19 (4489,4511) 107x91
31 SL10B 20 (4185,4512) 116x90
31 SL10B 21 (3933,4427) 109x90
31 SL10B 22 (3933,4007) 116x89
31 SL10B 23 (4101,3669) 117x91
31 SL10B 24 (4354,3498) 116x91
31 SL10B 25 (4606,3668) 117x92
31 SL10B 26 (2165,7124) 117x92
31 SL10B 27 (1744,6620) 114x91
31 SL10B 28 (2165,6282) 117x91
31 SL10B 29 (2586,6620) 116x90
31 SL10B 30 (4353,6366) 117x93
31 SL10B SL10A-15 (4335,2909) 286x92
32 SL11 1 (736,2978) 38x67
32 SL11 2 (1061,2980) 54x66
32 SL11 2-50 (138,2955) 176x114
32 SL11 3 (1032,3342) 55x64
32 SL11 4 (1170,3977) 54x70
32 SL11 5 (1449,2866) 55x67
32 SL11 5 (1893,2866) 55x67
32 SL11 6 (2392,2982) 56x62
32 SL11 7 (2949,2978) 52x68
32 SL11 8 (3392,2980) 56x64
32 SL11 9 (1392,1981) 47x53
32 SL11 10 (1607,1586) 79x70
32 SL11 10 (2052,1671) 79x68
32 SL11 11 (2996,1309) 72x68
32 SL11 12 (4773,2254) 79x69
32 SL11 12 (4885,4368) 78x68
32 SL11 13 (4774,1699) 78x67
32 SL11 14 (5332,2259) 66x52
32 SL11 14 (5173,4227) 78x70
32 SL11 15 (4775,2816) 69x59
32 SL11 16 (4217,2253) 83x70
32 SL11 16 (4596,4229) 79x68
32 SL11 17 (4885,4107) 68x60
32 SL11 17 (5219,363) 76x69
32 SL11 18 (4774,530) 78x67
32 SL11 19 (4799,4567) 72x56
32 SL11 19 (2442,5481) 78x67
32 SL11 19A (2423,5827) 129x82
32 SL11 20 (2434,5038) 86x66
32 SL11 21 (2434,6370) 78x68
32 SL11 22 (4167,4592) 86x68
32 SL11 22 (1434,5706) 86x66
32 SL11 23 (5583,4592) 86x68
32 SL11 23 (3433,5706) 86x66
32 SL11 24 (4877,4812) 84x70
32 SL11 24 (3600,6703) 84x69
32 SL11 AV-20 (4627,732) 142x110
33 SL12 1 (842,4274) 43x77
33 SL12 2 (2053,4682) 60x76
33 SL12 3 (2052,3969) 62x76
33 SL12 3-22A (4753,3706) 286x127
33 SL12 4 (3271,4952) 61x77
33 SL12 4-175A (6603,5063) 315x126
33 SL12 4A (3112,4558) 109x78
33 SL12 5 (5847,2373) 62x76
33 SL12 5-103 (79,3943) 209x127
33 SL12 6 (5847,2780) 62x76
33 SL12 6-161A (5552,5606) 315x127
33 SL12 7 (6459,2577) 58x77
33 SL12 8 (6322,2273) 62x74
33 SL12 8-54 (4737,2077) 248x126
33 SL12 9 (6322,2884) 62x73
33 SL12 10 (6177,4206) 89x76
33 SL12 11 (5635,4206) 81x76
33 SL12 12 (6110,4546) 89x77
33 SL12 13 (5972,5088) 92x77
33 SL12 14 (6110,3865) 88x77
33 SL12 15 (6516,3866) 90x76
33 SL12 16 (2043,3052) 90x76
33 SL12 17 (1568,3052) 87x78
33 SL12 18 (3534,2917) 90x77
33 SL12 19 (4347,3052) 90x76
33 SL12 20 (4474,3594) 99x80
33 SL12 21 (4440,2203) 92x78
33 SL12 22 (3050,2577) 98x78
33 SL12 23 (2034,2781) 99x77
33 SL12 24 (1695,2304) 97x78
33 SL12 25 (2847,2237) 99x77
33 SL12 26 (2508,2102) 99x77
33 SL12 27 (3186,2102) 96x78
33 SL12 28 (2034,1424) 99x76
34 SL13 1 (1005,5690) 42x70
34 SL13 1 (2561,5766) 42x70
34 SL13 2 (1642,5150) 54x70
34 SL13 3 (2801,4803) 56x67
34 SL13 4 (1003,4975) 55x70
34 SL13 4-168 (214,3125) 246x113
34 SL13 5 (1786,4918) 56x67
34 SL13 6 (1640,3993) 57x64
34 SL13 6-144 (5111,104) 243x118
34 SL13 7 (773,4454) 53x70
34 SL13 7-59 (5472,2948) 221x118
34 SL13 8 (423,4455) 57x66
34 SL13 9 (481,3669) 58x69
34 SL13 9-44 (4486,2309) 218x120
34 SL13 10 (1632,4454) 82x69
34 SL13 10A (1149,4367) 52x54
34 SL13 10B (1267,4374) 45x46
34 SL13 10C (1385,4372) 46x49
34 SL13 10D (1844,4370) 52x56
34 SL13 10E (1965,4370) 47x51
34 SL13 10F (2078,4369) 50x56
34 SL13 10G (1152,4488) 47x50
34 SL13 10H (1265,4489) 53x50
34 SL13 10I (1388,4488) 38x53
34 SL13 10J (1848,4485) 42x53
34 SL13 10K (1961,4484) 49x57
34 SL13 10L (2076,4483) 51x59
34 SL13 11 (2501,4483) 74x69
34 SL13 12 (2908,3989) 81x70
34 SL13 13 (2791,3118) 82x70
34 SL13 14 (2385,2188) 80x70
34 SL13 15 (2269,1783) 82x69
34 SL13 16 (3023,2422) 82x69
34 SL13 17 (2849,1841) 80x70
34 SL13 18 (3197,1610) 82x69
34 SL13 19 (3429,1841) 82x69
34 SL13 20 (3539,2829) 88x69
34 SL13 21 (3828,1377) 80x70
34 SL13 22 (3828,851) 97x78
34 SL13 23 (4466,798) 88x69
34 SL13 24 (4466,1840) 86x71
34 SL13 25 (4814,1610) 88x70
34 SL13 26 (4812,1081) 87x77
34 SL13 27 (4814,505) 86x72
34 SL13 28 (3596,3931) 88x71
34 SL13 29 (3434,3895) 89x72
34 SL13 30 (4378,3147) 89x69
34 SL13 31 (4610,2771) 81x69
34 SL13 32 (4260,2322) 89x73
34 SL13 33 (5305,2915) 89x70
34 SL13 34 (4494,4046) 87x70
34 SL13 35 (4986,3699) 89x68
34 SL13 36 (3711,4686) 89x67
34 SL13 37 (4233,5208) 87x70
34 SL13 37A (3546,5091) 129x70
34 SL13 37B (3924,4947) 128x70
34 SL13 38 (4059,4512) 89x67
34 SL13 39 (3943,6080) 89x67
34 SL13 EX-17 (2825,7031) 362x139
34 SL13 SL8-24 (3198,3994) 301x119
34 SL13 T20 (3821,4225) 102x61
35 SL14 1 (2050,5080) 83x121
35 SL14 2 (2384,4261) 80x109
35 SL14 3 (1606,4261) 83x111
35 SL14 4 (3158,4259) 86x111
35 SL14 5 (3050,3816) 82x111
35 SL14 6 (2383,3148) 82x112
35 SL14 7 (1830,3372) 78x111
35 SL14 8 (2938,3371) 84x111
35 SL14 9 (2717,2146) 82x112
35 SL14 10A (2100,1257) 216x112
35 SL14 10B (1557,1023) 209x112
35 SL14 10C (1433,478) 215x112
35 SL14 10D (2320,923) 216x112
35 SL14 10E (1439,1812) 205x112
35 SL14 11 (5581,1478) 129x112
35 SL14 12 (4693,1868) 136x111
35 SL14 13 (4804,700) 138x113
35 SL14 14 (5970,643) 138x111
35 SL14 AV-34 (2317,5659) 348x93
35 SL14 T24 (1449,3378) 171x92
35 SL14 T25 (3227,3379) 172x92
36 SL15 1 (7278,5600) 56x89
36 SL15 2 (7152,5274) 65x87
36 SL15 2-33 (7428,5776) 296x149
36 SL15 3 (6413,5417) 67x88
36 SL15 4 (6087,5435) 69x90
36 SL15 5 (5369,4556) 71x82
36 SL15 6 (4987,4468) 68x86
36 SL15 7 (5029,5111) 64x88
36 SL15 8 (4946,5601) 68x87
36 SL15 8-60 (7444,3649) 297x147
36 SL15 9 (4456,4619) 69x87
36 SL15 10 (2975,4456) 104x87
36 SL15 11 (4661,3482) 96x87
36 SL15 12 (6771,3786) 108x89
36 SL15 13 (6443,2576) 103x87
36 SL15 14 (6660,1744) 108x91
36 SL15 15 (4459,2164) 104x88
36 SL15 16 (2891,2642) 103x89
36 SL15 17 (2975,2004) 101x88
36 SL15 18 (3208,1185) 104x87
36 SL15 19 (2291,1389) 104x87
36 SL15 20 (2443,941) 112x87
36 SL15 21 (1502,941) 104x87
36 SL15 AV-27 (6102,5554) 239x164
36 SL15 AV-44 (4253,4737) 216x157
36 SL15 AV-45 (2817,4581) 224x158
36 SL15 AV-46 (1682,939) 249x90
